time,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing
12902,0,0,0,10305,5375
12903,0,0,0,10313,5367
12905,0,0,0,10057,5623
12906,0,0,0,10313,5367
12907,0,0,0,10312,5368
12908,0,0,0,10313,5367
12910,0,0,0,10305,5375
12911,0,0,0,10313,5367
12913,0,0,0,10309,5371
12914,0,0,0,10313,5367
12917,0,0,0,10312,5368
12918,0,0,0,10313,5367
12920,0,0,0,10297,5383
12922,0,0,0,10313,5367
12924,0,0,0,10185,5495
12925,0,0,0,10313,5367
12927,0,0,0,10312,5368
12928,0,0,0,10313,5367
12930,0,0,0,10312,5368
12931,0,0,0,10313,5367
12933,0,0,0,10312,5368
12934,0,0,0,10313,5367
12937,0,0,0,10309,5371
12938,0,0,0,10313,5367
12941,0,0,0,10281,5399
12942,0,0,0,10313,5367
12944,0,0,0,10185,5495
12946,0,0,0,10313,5367
12948,0,0,0,10312,5368
12949,0,0,0,10313,5367
12951,0,0,0,10312,5368
12952,0,0,0,10313,5367
12954,0,0,0,10312,5368
12956,0,0,0,10313,5367
12958,0,0,0,10297,5383
12960,0,0,0,10313,5367
12963,0,0,0,10309,5371
12964,0,0,0,10313,5367
12966,0,0,0,10185,5495
